,X_1,epsilon_2,sigma_2,mass_2,k_12,BoxLength,Dself_1,Dself_1_err,Dself_2,Dself_2_err,Viscosity,Viscosity_err,num_particles,visc_rel_err,zeta
543,0.1,0.5,1.4,2.744,-0.3,20.8953,0.16463,0.00045,0.14018,0.00019,0.429,0.008,2000,1.864801864801865,0.29494993793396396
544,0.1,0.5,1.4,2.744,-0.6,20.4827,0.12907,0.00032,0.12227,0.00016,0.493,0.009,2000,1.8255578093306286,0.313135660778582
545,0.1,1.0,1.2,1.728,0.05,15.7443,0.03284,0.0001,0.02483,2e-05,3.245,0.068,2000,2.095531587057011,0.4441288919885114
546,0.1,1.0,1.2,1.728,0.0,15.7318,0.0315,0.00011,0.02427,2e-05,3.34,0.068,2000,2.0359281437125754,0.445188406498501
547,0.1,1.0,1.2,1.728,-0.3,15.6555,0.02412,4e-05,0.02084,4e-05,3.927,0.102,2000,2.5974025974025974,0.45172930774179626
548,0.1,1.0,1.2,1.728,-0.6,15.5842,0.01844,4e-05,0.01775,3e-05,4.692,0.068,2000,1.4492753623188406,0.4579579012011352
549,0.1,0.8,1.2,1.728,0.05,16.1689,0.0583,9e-05,0.04731,6e-05,1.636,0.037,2000,2.26161369193154,0.41005080653626286
550,0.1,0.8,1.2,1.728,0.0,16.149,0.0562,0.00017,0.04633,3e-05,1.65,0.008,2000,0.4848484848484849,0.41156856067958064
551,0.1,0.8,1.2,1.728,-0.3,16.0316,0.04461,0.00012,0.04047,5e-05,1.92,0.033,2000,1.7187500000000002,0.4206767311056133
552,0.1,0.8,1.2,1.728,-0.6,15.9247,0.03537,8e-05,0.03526,3e-05,2.229,0.041,2000,1.8393898609241814,0.4292055379644952
553,0.1,0.6,1.2,1.728,0.05,17.1455,0.11642,0.00042,0.10146,0.00012,0.72,0.008,2000,1.1111111111111112,0.3438971936580478
554,0.1,0.6,1.2,1.728,0.0,17.1021,0.11224,0.00015,0.09912,7e-05,0.735,0.005,2000,0.6802721088435374,0.3465219670661576
555,0.1,0.6,1.2,1.728,-0.3,16.8389,0.08856,0.00031,0.08519,0.0001,0.87,0.011,2000,1.2643678160919538,0.36302617697656137
556,0.1,0.6,1.2,1.728,-0.6,16.6257,0.07078,0.0001,0.074,6e-05,1.025,0.027,2000,2.634146341463415,0.3771718540389152
557,0.1,0.5,1.2,1.728,0.05,18.9789,0.21331,0.00026,0.20002,0.00013,0.352,0.018,2000,5.113636363636363,0.2535513826310744
558,0.1,0.5,1.2,1.728,0.0,18.756,0.19832,0.00063,0.18848,0.00024,0.37,0.009,2000,2.432432432432432,0.262699002325416
559,0.1,0.5,1.2,1.728,-0.3,17.9805,0.14257,0.00056,0.14734,8e-05,0.481,0.007,2000,1.4553014553014554,0.29817676762559486
560,0.1,0.5,1.2,1.728,-0.6,17.5076,0.10933,0.00021,0.12203,0.00019,0.588,0.007,2000,1.1904761904761907,0.32299756532079776
561,0.1,1.0,1.0,1.0,0.05,13.2873,0.02674,4e-05,0.02623,3e-05,3.697,0.146,2000,3.9491479578036244,0.44639404891840917
562,0.1,1.0,1.0,1.0,0.0,13.2734,0.02542,8e-05,0.02541,4e-05,3.791,0.057,2000,1.5035610656818783,0.4477979192169651
563,0.1,1.0,1.0,1.0,-0.3,13.1996,0.01886,4e-05,0.021,4e-05,4.75,0.182,2000,3.831578947368421,0.45535101216362756
564,0.1,1.0,1.0,1.0,-0.6,13.1322,0.01374,2e-05,0.01715,3e-05,6.06,0.117,2000,1.930693069306931,0.4623982194395284
565,0.1,0.8,1.0,1.0,0.05,13.6348,0.04862,0.00012,0.05009,7e-05,1.861,0.024,2000,1.2896292315959161,0.41312578509115705
566,0.1,0.8,1.0,1.0,0.0,13.6139,0.04665,6e-05,0.04872,8e-05,1.916,0.043,2000,2.244258872651357,0.41503139430139463
567,0.1,0.8,1.0,1.0,-0.3,13.4961,0.0358,0.00015,0.041,3e-05,2.345,0.073,2000,3.113006396588486,0.42599426796106216
568,0.1,0.8,1.0,1.0,-0.6,13.3919,0.02728,4e-05,0.03433,5e-05,2.829,0.058,2000,2.050194414987628,0.4360155969025757
569,0.1,0.6,1.0,1.0,0.05,14.4248,0.09821,0.00022,0.1072,8e-05,0.818,0.027,2000,3.300733496332519,0.348898592021347
570,0.1,0.6,1.0,1.0,0.0,14.3733,0.09397,0.00017,0.10359,6e-05,0.862,0.009,2000,1.0440835266821344,0.3526623905859766
571,0.1,0.6,1.0,1.0,-0.3,14.1217,0.07266,0.00015,0.08607,8e-05,1.048,0.029,2000,2.767175572519084,0.37184990470993
572,0.1,0.6,1.0,1.0,-0.6,13.9187,0.05656,4e-05,0.07214,9e-05,1.28,0.016,2000,1.25,0.3883583034228202
573,0.1,0.5,1.0,1.0,-0.3,14.9863,0.11759,0.00033,0.14743,0.0001,0.596,0.022,2000,3.6912751677852347,0.3111324805243826
574,0.1,0.5,1.0,1.0,-0.6,14.552,0.08824,0.00032,0.11728,0.00013,0.764,0.016,2000,2.094240837696335,0.3398290956896412
575,0.3,1.0,1.6,4.096,0.05,19.6053,0.04887,7e-05,0.0239,3e-05,2.44,0.033,2000,1.3524590163934427,0.4401326938668523
576,0.3,1.0,1.6,4.096,0.0,19.5685,0.04615,9e-05,0.02284,3e-05,2.508,0.044,2000,1.7543859649122804,0.4426204719267653
577,0.3,1.0,1.6,4.096,-0.3,19.3623,0.03158,7e-05,0.01685,3e-05,3.49,0.059,2000,1.6905444126074496,0.45691274496975803
578,0.3,1.0,1.6,4.096,-0.6,19.1816,0.02083,2e-05,0.01191,2e-05,5.09,0.153,2000,3.0058939096267188,0.46994779465801106
579,0.3,0.8,1.6,4.096,0.05,20.0637,0.07542,0.0001,0.04092,9e-05,1.374,0.02,2000,1.455604075691412,0.41064924654512236
580,0.3,0.8,1.6,4.096,0.0,20.0115,0.07182,7e-05,0.0392,7e-05,1.416,0.015,2000,1.0593220338983051,0.413871172159608
581,0.3,0.8,1.6,4.096,-0.3,19.7214,0.05182,0.00011,0.02995,4e-05,1.913,0.055,2000,2.8750653423941452,0.43240517347307444
582,0.3,0.8,1.6,4.096,-0.6,19.4794,0.03658,4e-05,0.0225,4e-05,2.595,0.057,2000,2.1965317919075145,0.4487220174493102
583,0.3,0.6,1.6,4.096,0.05,20.9857,0.1246,0.00021,0.07644,4e-05,0.708,0.017,2000,2.4011299435028253,0.35886716704533195
584,0.3,0.6,1.6,4.096,0.0,20.8893,0.11933,9e-05,0.07303,9e-05,0.747,0.011,2000,1.4725568942436411,0.36385843367096227
585,0.3,0.6,1.6,4.096,-0.3,20.3912,0.08837,0.00017,0.05589,5e-05,0.995,0.012,2000,1.2060301507537687,0.3911791997037425
586,0.3,0.6,1.6,4.096,-0.6,20.0121,0.06501,6e-05,0.04297,0.00013,1.329,0.031,2000,2.3325808878856282,0.4138339473918636
587,0.3,0.5,1.6,4.096,-0.3,21.0377,0.12069,0.00017,0.08093,0.00015,0.663,0.009,2000,1.3574660633484161,0.35621264610294673
588,0.3,0.5,1.6,4.096,-0.6,20.4986,0.08943,0.00015,0.06197,9e-05,0.901,0.037,2000,4.106548279689234,0.3850627463601423
589,0.3,1.0,1.4,2.744,0.05,17.3883,0.03988,6e-05,0.02436,4e-05,2.74,0.081,2000,2.9562043795620436,0.4423506740441632
590,0.3,1.0,1.4,2.744,0.0,17.3555,0.03766,4e-05,0.0232,4e-05,2.875,0.065,2000,2.260869565217391,0.44486340026952415
591,0.3,1.0,1.4,2.744,-0.3,17.1679,0.02488,5e-05,0.01648,1e-05,4.186,0.189,2000,4.51505016722408,0.45960690198364673
592,0.3,1.0,1.4,2.744,-0.6,17.0079,0.01565,3e-05,0.01108,2e-05,6.525,0.203,2000,3.111111111111111,0.4727004172468167
593,0.3,0.8,1.4,2.744,0.05,17.7745,0.06236,5e-05,0.04145,3e-05,1.578,0.029,2000,1.837769328263625,0.4141387691233688
594,0.3,0.8,1.4,2.744,0.0,17.7272,0.0593,9e-05,0.03961,6e-05,1.633,0.018,2000,1.1022657685241886,0.41746265738330846
595,0.3,0.8,1.4,2.744,-0.3,17.4636,0.04167,0.00013,0.02922,5e-05,2.254,0.044,2000,1.9520851818988463,0.4366532938558223
596,0.3,0.8,1.4,2.744,-0.6,17.2466,0.02835,5e-05,0.02108,4e-05,3.224,0.056,2000,1.7369727047146402,0.4533437096223001
597,0.3,0.6,1.4,2.744,0.05,18.547,0.10391,0.00026,0.07722,0.00014,0.817,0.016,2000,1.9583843329253368,0.364516381838562
598,0.3,0.6,1.4,2.744,0.0,18.4595,0.09962,0.00014,0.07346,4e-05,0.859,0.007,2000,0.8149010477299186,0.3697245308454577
599,0.3,0.6,1.4,2.744,-0.3,18.0037,0.07234,0.00015,0.05429,1e-05,1.194,0.015,2000,1.256281407035176,0.39852242472860705
600,0.3,0.6,1.4,2.744,-0.6,17.6699,0.05179,5e-05,0.04047,7e-05,1.64,0.029,2000,1.7682926829268295,0.42153708858036265
601,0.3,0.5,1.4,2.744,-0.3,18.5277,0.09996,0.00017,0.07885,8e-05,0.791,0.018,2000,2.2756005056890007,0.3656567010035206
602,0.3,0.5,1.4,2.744,-0.6,18.0421,0.07196,0.00014,0.05809,6e-05,1.131,0.023,2000,2.033598585322723,0.3959832446820429
603,0.3,1.0,1.2,1.728,0.05,15.2742,0.03269,7e-05,0.02521,4e-05,3.091,0.086,2000,2.7822711096732444,0.44362405404565264
604,0.3,1.0,1.2,1.728,0.0,15.2407,0.0304,3e-05,0.02365,4e-05,3.351,0.077,2000,2.297821545807222,0.4465558280519604
605,0.3,1.0,1.2,1.728,-0.3,15.0684,0.01877,2e-05,0.01561,1e-05,5.3,0.166,2000,3.1320754716981134,0.46205011665903356
606,0.3,1.0,1.2,1.728,-0.6,14.9265,0.01068,2e-05,0.00946,1e-05,9.26,0.309,2000,3.3369330453563713,0.4753533394353972
607,0.3,0.8,1.2,1.728,0.05,15.596,0.05183,4e-05,0.04276,3e-05,1.814,0.048,2000,2.6460859977949283,0.4167262189338941
608,0.3,0.8,1.2,1.728,0.0,15.5509,0.04893,4e-05,0.04046,4e-05,1.902,0.019,2000,0.9989484752891693,0.42036245445923237
609,0.3,0.8,1.2,1.728,-0.3,15.31,0.03263,0.0001,0.02825,2e-05,2.808,0.088,2000,3.1339031339031336,0.44051929248679134
610,0.3,0.8,1.2,1.728,-0.6,15.1174,0.02075,4e-05,0.01895,5e-05,4.342,0.133,2000,3.0631045601105487,0.4575717373338151
611,0.3,0.6,1.2,1.728,0.05,16.2231,0.08705,5e-05,0.07887,0.00012,0.953,0.007,2000,0.7345225603357819,0.3702448015702481
612,0.3,0.6,1.2,1.728,0.0,16.1391,0.08283,0.00013,0.07429,3e-05,1.018,0.018,2000,1.7681728880157168,0.3760560391593842
613,0.3,0.6,1.2,1.728,-0.3,15.733,0.05799,0.00013,0.05246,6e-05,1.477,0.015,2000,1.0155721056194988,0.4059344195866282
614,0.3,0.6,1.2,1.728,-0.6,15.4413,0.03956,7e-05,0.03717,5e-05,2.163,0.047,2000,2.1729079981507167,0.4293771440511009
615,0.3,0.5,1.2,1.728,-0.3,16.1283,0.08066,0.00012,0.07555,0.00016,1.006,0.008,2000,0.7952286282306164,0.3768120008175344
616,0.3,0.5,1.2,1.728,-0.6,15.7189,0.05588,6e-05,0.05349,8e-05,1.473,0.014,2000,0.9504412763068568,0.4070277806439834
617,0.3,1.0,1.0,1.0,0.05,13.3026,0.02743,6e-05,0.02723,5e-05,3.509,0.019,2000,0.5414648047876888,0.44485555795616266
618,0.3,1.0,1.0,1.0,0.0,13.2743,0.02547,5e-05,0.02544,6e-05,3.805,0.045,2000,1.1826544021024967,0.4477068430464982
619,0.3,1.0,1.0,1.0,-0.3,13.1164,0.01482,3e-05,0.01572,1e-05,6.426,0.088,2000,1.3694366635543105,0.4640712462006012
620,0.3,0.8,1.0,1.0,0.05,13.5648,0.04368,2e-05,0.04558,3e-05,2.047,0.04,2000,1.9540791402051783,0.4195545480729118
621,0.3,0.8,1.0,1.0,0.0,13.5215,0.04087,7e-05,0.04274,2e-05,2.216,0.013,2000,0.5866425992779783,0.42359809710817514
622,0.3,0.8,1.0,1.0,-0.3,13.3041,0.02574,7e-05,0.02798,3e-05,3.498,0.03,2000,0.8576329331046312,0.4447051062671115
623,0.3,0.8,1.0,1.0,-0.6,13.141,0.01545,1e-05,0.01768,3e-05,5.92,0.16,2000,2.7027027027027026,0.46146989282278184
624,0.3,0.6,1.0,1.0,0.05,14.0467,0.073,6e-05,0.08156,0.00011,1.133,0.01,2000,0.8826125330979699,0.37783805462610554
625,0.3,0.6,1.0,1.0,0.0,13.9717,0.06879,7e-05,0.0762,8e-05,1.218,0.023,2000,1.8883415435139572,0.383955472774063
626,0.3,0.6,1.0,1.0,-0.3,13.6246,0.04587,4e-05,0.05135,6e-05,1.854,0.012,2000,0.6472491909385113,0.41405433459010715
627,0.3,0.6,1.0,1.0,-0.6,13.3808,0.02975,4e-05,0.03447,2e-05,2.909,0.049,2000,1.6844276383636991,0.4371015833280849
628,0.3,0.5,1.0,1.0,0.0,14.4278,0.09427,0.00012,0.11044,0.00013,0.832,0.01,2000,1.2019230769230769,0.3486809958217119
629,0.3,0.5,1.0,1.0,-0.3,13.9,0.06324,5e-05,0.07233,6e-05,1.308,0.044,2000,3.3639143730886847,0.38992781596965076
630,0.3,0.5,1.0,1.0,-0.6,13.5751,0.04204,6e-05,0.04918,4e-05,2.003,0.053,2000,2.646030953569645,0.4186002713816287
631,0.5,1.0,1.6,4.096,0.05,18.1635,0.04459,4e-05,0.0226,4e-05,2.519,0.063,2000,2.500992457324335,0.44527614275052957
632,0.5,1.0,1.6,4.096,0.0,18.116,0.0418,6e-05,0.02115,2e-05,2.669,0.044,2000,1.648557512176845,0.4487878653144658
633,0.5,1.0,1.6,4.096,-0.3,17.8553,0.02577,4e-05,0.01323,2e-05,4.353,0.072,2000,1.6540317022742934,0.4687341409587622
634,0.5,1.0,1.6,4.096,-0.6,17.6486,0.01438,1e-05,0.00741,1e-05,8.266,0.19,2000,2.298572465521413,0.4853971940092595
635,0.5,0.8,1.6,4.096,0.05,18.4835,0.06217,8e-05,0.03504,2e-05,1.588,0.016,2000,1.0075566750629723,0.4225473731012261
636,0.5,0.8,1.6,4.096,0.0,18.4176,0.05923,9e-05,0.03292,3e-05,1.716,0.039,2000,2.272727272727273,0.4270993710837879
637,0.5,0.8,1.6,4.096,-0.3,18.0832,0.03977,5e-05,0.02195,5e-05,2.592,0.041,2000,1.5817901234567904,0.4512343833417468
638,0.5,0.8,1.6,4.096,-0.6,17.8275,0.0249,5e-05,0.01392,2e-05,4.238,0.115,2000,2.7135441245870693,0.4709303781949347
639,0.5,0.6,1.6,4.096,-0.3,18.4571,0.06238,4e-05,0.03737,4e-05,1.536,0.041,2000,2.6692708333333335,0.42436313193145403
640,0.5,0.6,1.6,4.096,-0.6,18.1096,0.04242,4e-05,0.02543,4e-05,2.28,0.077,2000,3.377192982456141,0.4492638433899694
641,0.5,0.5,1.6,4.096,-0.3,18.772,0.07984,0.00014,0.05048,8e-05,1.111,0.012,2000,1.08010801080108,0.4033633219331035
642,0.5,0.5,1.6,4.096,-0.6,18.3299,0.05603,6e-05,0.03484,6e-05,1.655,0.021,2000,1.2688821752265862,0.4332591613248078
643,0.5,1.0,1.4,2.744,0.05,16.3941,0.03738,7e-05,0.02345,3e-05,2.761,0.039,2000,1.4125316914161534,0.4449095447086718
644,0.5,1.0,1.4,2.744,0.0,16.3507,0.03482,4e-05,0.02181,4e-05,3.017,0.058,2000,1.9224395094464704,0.4484617544723347
645,0.5,1.0,1.4,2.744,-0.3,16.1211,0.02045,1e-05,0.01302,2e-05,5.201,0.026,2000,0.4999038646414152,0.46789720029948806
646,0.5,1.0,1.4,2.744,-0.6,15.9433,0.01065,2e-05,0.00684,1e-05,10.339,0.321,2000,3.1047490086081826,0.4837264196998075
647,0.5,0.8,1.4,2.744,0.05,16.6609,0.05241,8e-05,0.03583,1e-05,1.815,0.029,2000,1.5977961432506889,0.42387625555796393
648,0.5,0.8,1.4,2.744,0.0,16.6053,0.04979,3e-05,0.03362,4e-05,1.935,0.019,2000,0.9819121447028423,0.42814835898564574
649,0.5,0.8,1.4,2.744,-0.3,16.3117,0.0321,4e-05,0.02156,3e-05,3.081,0.052,2000,1.6877637130801688,0.45168616253434624
650,0.5,0.8,1.4,2.744,-0.6,16.093,0.01918,3e-05,0.01305,1e-05,5.231,0.08,2000,1.5293442936341044,0.47035246947282605
651,0.5,0.6,1.4,2.744,0.0,17.0504,0.07191,9e-05,0.0553,0.0001,1.194,0.045,2000,3.7688442211055277,0.3954856651244283
652,0.5,0.6,1.4,2.744,-0.3,16.6149,0.05095,4e-05,0.03631,3e-05,1.843,0.081,2000,4.395008138903961,0.4274066422425732
653,0.5,0.6,1.4,2.744,-0.6,16.3208,0.03341,7e-05,0.02386,3e-05,2.811,0.074,2000,2.6325151191746707,0.4509310428041452
654,0.5,0.5,1.4,2.744,-0.3,16.8616,0.06557,0.00013,0.04883,4e-05,1.331,0.023,2000,1.7280240420736288,0.4089197765621045
655,0.5,0.5,1.4,2.744,-0.6,16.4985,0.04465,5e-05,0.03282,6e-05,2.004,0.024,2000,1.1976047904191616,0.43651691682937643
656,0.5,1.0,1.2,1.728,0.05,14.7612,0.03148,8e-05,0.02467,5e-05,3.152,0.048,2000,1.5228426395939085,0.44409715875808636
657,0.5,1.0,1.2,1.728,0.0,14.7219,0.02905,4e-05,0.02276,2e-05,3.484,0.081,2000,2.324913892078071,0.4476632033236626
658,0.5,1.0,1.2,1.728,-0.3,14.5153,0.01572,2e-05,0.01243,2e-05,6.69,0.198,2000,2.9596412556053813,0.4670516812131868
659,0.5,1.0,1.2,1.728,-0.6,14.3479,0.0065,1e-05,0.00509,1e-05,17.921,0.543,2000,3.029964845711735,0.4835907274101952
660,0.5,0.8,1.2,1.728,0.05,14.9821,0.04454,6e-05,0.03735,3e-05,2.095,0.071,2000,3.389021479713603,0.4247417125609092
661,0.5,0.8,1.2,1.728,0.0,14.9335,0.04189,2e-05,0.03475,4e-05,2.217,0.031,2000,1.3982859720342806,0.4289020968240957
662,0.5,0.8,1.2,1.728,-0.3,14.6748,0.02539,4e-05,0.02092,3e-05,3.834,0.054,2000,1.4084507042253522,0.45198749049953973
663,0.5,0.8,1.2,1.728,-0.6,14.4844,0.0139,2e-05,0.01146,0.0,7.375,0.14,2000,1.898305084745763,0.47004718813860014
664,0.5,0.6,1.2,1.728,0.0,15.2752,0.06129,7e-05,0.05548,5e-05,1.406,0.011,2000,0.7823613086770981,0.40075806649431234
665,0.5,0.6,1.2,1.728,-0.3,14.9201,0.04107,6e-05,0.03539,5e-05,2.219,0.023,2000,1.0365029292474088,0.4300587481967316
666,0.5,0.6,1.2,1.728,-0.6,14.6758,0.02569,3e-05,0.02209,4e-05,3.667,0.107,2000,2.917916553040633,0.45189510234494856
667,0.5,0.5,1.2,1.728,-0.3,15.1084,0.05294,2e-05,0.04715,3e-05,1.647,0.03,2000,1.8214936247723132,0.4141785135134073
668,0.5,0.5,1.2,1.728,-0.6,14.817,0.03492,6e-05,0.03071,5e-05,2.617,0.072,2000,2.7512418800152845,0.4390986942587771
669,0.5,1.0,1.0,1.0,0.05,13.3101,0.02769,4e-05,0.02769,3e-05,3.456,0.088,2000,2.546296296296296,0.4441039774960267
670,0.5,1.0,1.0,1.0,0.0,13.2736,0.02541,4e-05,0.02542,5e-05,3.796,0.059,2000,1.554267650158061,0.44777767793327167
671,0.5,0.8,1.0,1.0,0.05,13.4866,0.03858,2e-05,0.04063,6e-05,2.395,0.033,2000,1.3778705636743216,0.4268951170027271
672,0.5,0.8,1.0,1.0,0.0,13.4426,0.03589,5e-05,0.03751,5e-05,2.594,0.09,2000,3.4695451040863534,0.4311007617945105
673,0.5,0.8,1.0,1.0,-0.3,13.2224,0.02143,2e-05,0.0221,2e-05,4.491,0.064,2000,1.4250723669561347,0.45299952275266153
674,0.5,0.6,1.0,1.0,0.05,13.7598,0.05497,7e-05,0.06203,5e-05,1.574,0.041,2000,2.6048284625158833,0.40196871515696553
675,0.5,0.6,1.0,1.0,0.0,13.6986,0.05183,3e-05,0.0575,9e-05,1.715,0.047,2000,2.740524781341108,0.40738033847816557
676,0.5,0.6,1.0,1.0,-0.3,13.412,0.03356,5e-05,0.03589,8e-05,2.713,0.038,2000,1.4006634721710283,0.4340582185957097
677,0.5,0.6,1.0,1.0,-0.6,13.2166,0.02088,4e-05,0.02211,3e-05,4.542,0.086,2000,1.8934390136503743,0.4535961702443876
678,0.5,0.5,1.0,1.0,0.0,13.9012,0.06343,3e-05,0.07387,0.0001,1.323,0.027,2000,2.0408163265306123,0.38982684490490543
679,0.5,0.5,1.0,1.0,-0.3,13.5512,0.04273,1e-05,0.04683,4e-05,2.078,0.015,2000,0.7218479307025987,0.4208190125320025
680,0.5,0.5,1.0,1.0,-0.6,13.3255,0.02794,4e-05,0.03013,6e-05,3.295,0.056,2000,1.6995447647951443,0.4425660313677983
681,0.7,1.0,1.6,4.096,0.05,16.4922,0.03871,9e-05,0.02051,3e-05,2.727,0.048,2000,1.7601760176017602,0.4502772829982582
682,0.7,1.0,1.6,4.096,0.0,16.4443,0.03642,7e-05,0.01905,8e-05,2.972,0.132,2000,4.441453566621804,0.45422354431353645
683,0.7,1.0,1.6,4.096,-0.3,16.2126,0.02253,2e-05,0.01121,3e-05,5.097,0.095,2000,1.863841475377673,0.47397759370783843
684,0.7,1.0,1.6,4.096,-0.6,16.0394,0.01261,1e-05,0.00583,1e-05,10.115,0.54,2000,5.338606030647553,0.48949860751888796
685,0.7,0.8,1.6,4.096,0.0,16.6179,0.04621,5e-05,0.02631,4e-05,2.135,0.046,2000,2.1545667447306793,0.4401365061600441
686,0.7,0.8,1.6,4.096,-0.3,16.3437,0.03114,4e-05,0.01654,5e-05,3.403,0.055,2000,1.6162209814869233,0.46266289348292167
687,0.7,0.8,1.6,4.096,-0.6,16.1465,0.01932,2e-05,0.00976,2e-05,5.769,0.132,2000,2.2880915236609467,0.47982251700398537
688,0.7,0.6,1.6,4.096,-0.3,16.5336,0.04369,5e-05,0.02507,4e-05,2.232,0.033,2000,1.478494623655914,0.4469032736421303
689,0.7,0.6,1.6,4.096,-0.6,16.2989,0.02964,2e-05,0.01622,2e-05,3.467,0.032,2000,0.9229881742140179,0.46648848697998535
690,0.7,0.5,1.6,4.096,-0.3,16.6739,0.0524,5e-05,0.03171,7e-05,1.785,0.03,2000,1.680672268907563,0.4357167321071634
691,0.7,0.5,1.6,4.096,-0.6,16.4052,0.03703,1e-05,0.02116,3e-05,2.681,0.043,2000,1.6038791495710554,0.45747906760453155
692,0.7,1.0,1.4,2.744,0.05,15.2749,0.03351,1e-05,0.02163,3e-05,2.987,0.05,2000,1.6739203213927016,0.44755913087819554
693,0.7,1.0,1.4,2.744,0.0,15.2354,0.03134,4e-05,0.02003,3e-05,3.23,0.047,2000,1.455108359133127,0.451049251176214
694,0.7,1.0,1.4,2.744,-0.3,15.0279,0.01834,2e-05,0.01114,4e-05,5.978,0.105,2000,1.7564402810304451,0.46999220989159357
695,0.7,1.0,1.4,2.744,-0.6,14.8699,0.00912,2e-05,0.00509,2e-05,13.695,0.495,2000,3.6144578313253013,0.48513365665345576
696,0.7,0.8,1.4,2.744,0.05,15.4301,0.04189,8e-05,0.02929,5e-05,2.235,0.028,2000,1.2527964205816557,0.4341895103105906
697,0.7,0.8,1.4,2.744,0.0,15.381,0.04001,2e-05,0.0273,3e-05,2.397,0.109,2000,4.547350855235712,0.43836092283482897
698,0.7,0.8,1.4,2.744,-0.3,15.146,0.02587,4e-05,0.01658,4e-05,3.97,0.134,2000,3.375314861460957,0.45908350798745184
699,0.7,0.8,1.4,2.744,-0.6,14.9718,0.01513,1e-05,0.00916,2e-05,7.389,0.338,2000,4.574367302747327,0.4752952762677268
700,0.7,0.6,1.4,2.744,-0.3,15.3106,0.03682,3e-05,0.02515,5e-05,2.661,0.115,2000,4.321683577602405,0.4444356803149144
701,0.7,0.6,1.4,2.744,-0.6,15.1089,0.02411,2e-05,0.01568,4e-05,4.163,0.071,2000,1.7055008407398509,0.46247366634926534
702,0.7,0.5,1.4,2.744,-0.3,15.4249,0.04429,3e-05,0.03155,2e-05,2.129,0.036,2000,1.6909347111319868,0.43462877669369626
703,0.7,0.5,1.4,2.744,-0.6,15.2037,0.03062,6e-05,0.02066,2e-05,3.189,0.078,2000,2.4459078080903103,0.4538764762842749
704,0.7,1.0,1.2,1.728,0.05,14.2038,0.02952,5e-05,0.02346,6e-05,3.286,0.042,2000,1.278149726110773,0.4452509582910373
705,0.7,1.0,1.2,1.728,0.0,14.1691,0.02737,3e-05,0.02157,3e-05,3.605,0.06,2000,1.6643550624133148,0.4485302230072007
706,0.7,1.0,1.2,1.728,-0.3,13.98,0.01516,2e-05,0.01122,2e-05,7.175,0.246,2000,3.428571428571429,0.46697861640009947
707,0.7,0.8,1.2,1.728,0.05,14.329,0.03694,2e-05,0.03114,5e-05,2.53,0.033,2000,1.3043478260869568,0.4336814639278646
708,0.7,0.8,1.2,1.728,0.0,14.2889,0.03481,3e-05,0.0289,2e-05,2.708,0.045,2000,1.6617429837518463,0.43734293758165865
709,0.7,0.8,1.2,1.728,-0.3,14.0871,0.02188,2e-05,0.01704,3e-05,4.534,0.074,2000,1.6321129245699162,0.45640849129463423
710,0.7,0.8,1.2,1.728,-0.6,13.9259,0.0117,2e-05,0.00849,2e-05,9.488,0.096,2000,1.0118043844856661,0.4724422091136372
711,0.7,0.6,1.2,1.728,0.0,14.4596,0.04467,3e-05,0.04025,0.0001,2.025,0.03,2000,1.4814814814814816,0.4220361678850577
712,0.7,0.6,1.2,1.728,-0.3,14.2277,0.03113,1e-05,0.02565,3e-05,3.074,0.038,2000,1.236174365647365,0.44301089866941384
713,0.7,0.6,1.2,1.728,-0.6,14.0561,0.01996,2e-05,0.01557,2e-05,5.065,0.1,2000,1.9743336623889436,0.45943491191911323
714,0.7,0.5,1.2,1.728,-0.3,14.3201,0.03738,6e-05,0.03194,6e-05,2.473,0.037,2000,1.4961585119288314,0.4344905709282661
715,0.7,0.5,1.2,1.728,-0.6,14.1384,0.02554,5e-05,0.02061,6e-05,3.796,0.035,2000,0.9220231822971551,0.4514583759697442
716,0.7,1.0,1.0,1.0,0.05,13.3032,0.02728,3e-05,0.02744,6e-05,3.546,0.041,2000,1.1562323745064864,0.4447953691376872
717,0.7,1.0,1.0,1.0,0.0,13.2729,0.02539,2e-05,0.02535,6e-05,3.766,0.057,2000,1.5135422198619226,0.4478485277638888
718,0.7,1.0,1.0,1.0,-0.6,12.9951,0.00901,1e-05,0.00797,3e-05,12.096,0.163,2000,1.34755291005291,0.4771882490603434
719,0.7,0.8,1.0,1.0,0.05,13.4008,0.03325,5e-05,0.03524,7e-05,2.806,0.041,2000,1.4611546685673558,0.4351474482478577
720,0.7,0.8,1.0,1.0,0.0,13.3687,0.03132,4e-05,0.03276,5e-05,3.023,0.081,2000,2.6794574925570624,0.4382895187911114
721,0.7,0.8,1.0,1.0,-0.3,13.2035,0.02074,2e-05,0.02029,5e-05,4.809,0.159,2000,3.30630068621335,0.4549476317456436
722,0.7,0.6,1.0,1.0,0.05,13.531,0.04118,2e-05,0.04644,0.00011,2.184,0.031,2000,1.4194139194139193,0.4227065095152741
723,0.7,0.6,1.0,1.0,0.0,13.4948,0.03922,4e-05,0.04348,4e-05,2.343,0.038,2000,1.621852326077678,0.4261173922531116
724,0.7,0.6,1.0,1.0,-0.3,13.3156,0.02777,3e-05,0.02855,3e-05,3.478,0.102,2000,2.9327199539965494,0.44355389418493363
